id,id2,kttr,rw,cw,idm,mwr,nn,vv,ad,con,cc,pp,pn,asl,pun,mdd,ba,bei
kao,ch5_1,83.37834013,6.44111906,85.23096942,1.691607027,4233.439499,20.15604681,25.81274382,11.63849155,61.83355007,0.585175553,3.641092328,12.35370611,13.25,19.3175853,2.428073294,0.390117035,0.065019506
kao,ch5_2,64.74432955,5.89341693,83.69905956,2.319749216,4646.650899,22.06896552,25.20376176,12.97805643,63.94984326,0.438871473,4.514106583,9.717868339,15.19047619,17.74110366,2.582948198,0.877742947,0.188087774
kao,ch5_3,74.49344164,6.82326622,82.71812081,1.225626741,4999.964586,23.71364653,24.27293065,12.30425056,64.31767338,0.559284116,3.523489933,9.563758389,20.08988764,16.13508443,2.969626947,0.503355705,0.055928412
kao,ch6_1,78.21127948,9.52669903,79.55097087,1.879927229,5539.224681,24.87864078,22.3907767,13.89563107,64.92718447,0.606796117,4.004854369,8.131067961,20.86075949,13.3998949,2.873199828,0.667475728,0.060679612
kao,ch6_2,72.84579833,7.49674055,82.98565841,1.041666667,4892.586328,19.10039113,25.35853977,15.31942634,63.68970013,0.977835724,3.455019557,13.49413299,13.69642857,20.9685729,2.494998362,0.456323338,0
kao,ch6_3,98.79053096,5.69491525,83.3220339,2.437373053,5175.066139,19.72881356,24.88135593,14.23728814,62.57627119,0.406779661,4,11.3220339,18.67088608,16.47791619,2.701668534,0.542372881,0
kao,ch7_1,69.59983868,6.96569921,81.79419525,0.577427822,5125.553602,23.6939314,25.38258575,11.55672823,65.11873351,0.73878628,3.166226913,9.762532982,12.46710526,20.04219409,2.384927997,0.73878628,0.158311346
kao,ch7_2,64.60843882,7.52792618,82.12724624,0.533721494,4607.468487,23.06945119,26.46915979,12.48178728,65.51724138,0.679941719,3.496843128,11.26760563,12.63190184,19.85208252,2.325954592,0.679941719,0
kao,ch7_3,70.1826682,6.35635636,83.83383383,1.5992004,4467.719401,19.05952976,28.31415708,14.75737869,64.7823912,0.750375188,2.901450725,13.6068034,12.18292683,21.49312377,2.392556298,0.450225113,0
kao,ch7_4,67.86915224,6.96928015,82.30169647,1.648351648,5043.734352,20.95369097,25.76799633,15.6350298,65.33700138,0.596056855,3.530490601,10.77487391,15.80434783,16.97754092,2.581599254,0.641907382,0.045850527
kao,ch7_5,83.0066613,6.24697337,84.98789346,0.531657806,4582.427686,20.3874092,28.13559322,11.13801453,62.76029056,0.387409201,3.486682809,12.49394673,13.76666667,19.0830721,2.315202813,1.210653753,0
kao,ch8_1,91.01954388,5.71886692,83.16408338,1.602564103,5190.867347,21.91341529,23.78407269,13.04115446,63.17477285,0.85515767,4.222340994,10.63602352,23.6835443,13.21892393,3.061216396,0.587920898,0.160342063
kao,ch8_2,74.19417026,6.9522036,85.22656735,0.931098696,4128.207472,21.60148976,24.08441962,13.28367474,62.25946617,0.806952204,3.662321539,11.48355059,17.32258065,14.94192186,2.617634577,0.372439479,0.124146493
kao,ch8_3,66.42683223,7.39589807,81.97638285,0.745341615,5262.510067,23.4928527,26.04101927,12.74083282,65.75512741,0.745804848,3.729024239,9.633312617,17.48913043,15.40483701,2.582845404,0.683654444,0.062150404
kao,ch9_1,74.99373337,6.88720174,83.78524946,1.625135428,4624.214327,21.7462039,26.62689805,13.34056399,64.42516269,0.650759219,3.470715835,10.90021692,14.752,17.49440716,2.574121804,0.596529284,0
kao,ch9_2,86.12947505,6.2290369,86.4877815,0.670819358,4185.578436,21.63714696,25.75394926,11.4887506,61.60842508,0.622307324,3.255146003,11.77596936,16.17829457,16.11736334,2.615848335,0.957395883,0.095739588
kao,ch9_3,82.25391688,6.28401781,84.3146957,1.878398418,4962.670539,21.37555666,23.99802078,12.66699654,61.70212766,1.237011381,4.403760515,10.88570015,22.45555556,14.29177269,2.951987898,0.395843642,0.197921821
lijc,ch1_1,73.26521516,5.75013068,83.16779927,1.097178683,5532.422629,25.30057501,21.43230528,12.2843701,64.76738108,1.463669629,5.122843701,8.468374281,21.49438202,13.43891403,2.947669967,0.209095661,0.261369577
lijc,ch1_2,70.63564971,5.28343423,82.77380297,1.097694841,5404.14294,21.17711771,24.20242024,12.26622662,62.48624862,1.155115512,3.740374037,11.33113311,15.52991453,19.77924945,2.619870581,0.440044004,0.330033003
lijc,ch1_3,77.61175517,5.32139094,84.14120126,0.57864282,5165.734558,22.53817799,25.32912059,13.90205371,65.98209584,1.000526593,3.896787783,12.164297,14.27067669,19.94938844,2.542783227,0.368615061,0.105318589
lijc,ch2_1,66.10739309,6.30891951,80.92820885,0.652173913,5572.482972,25.96084119,21.82741117,10.58738216,63.81435823,1.450326323,4.35097897,8.774474257,15.49438202,17.91666667,2.641630659,0.145032632,0
lijc,ch2_2,66.74655822,5.70175439,83.47953216,0.875912409,5058.199225,26.16959064,24.78070175,9.283625731,64.03508772,1.169590643,3.65497076,10.23391813,15.72413793,19.05325444,2.503844969,0.14619883,0.14619883
lijc,ch2_3,77.35339506,5.97826087,83.46273292,0.386398764,4956.058629,22.82608696,26.55279503,12.6552795,65.2173913,0.621118012,4.037267081,11.56832298,13.70212766,20.88452088,2.485191182,0.465838509,0.232919255
lijc,ch3_1,59.16590819,6.47442873,80.35908596,1.25,6473.713787,26.27856366,23.01414581,10.82698585,65.07072905,1.577801959,4.461371055,8.215451578,17.01851852,16.64399093,2.652699075,0.108813928,0.163220892
lijc,ch3_2,66.28466355,6.21761658,83.3621186,1.265822785,5516.456722,22.22222222,25.21588946,12.55037421,64.53655728,1.03626943,5.296488198,11.39896373,13.36153846,18.86968706,2.439022718,0.172711572,0.172711572
lijc,ch3_3,72.55995946,4.85744456,85.00527983,0.894736842,4767.4101,22.12249208,24.81520591,13.67476241,65.78669483,1.003167899,4.276663147,9.503695882,15.91596639,17.79513889,2.609662196,0.158394931,0.105596621
lijc,ch4_1,65.88849852,11.34204276,77.6128266,1.187648456,5417.728734,31.82897862,20.8432304,10.51068884,67.28028504,1.662707838,3.978622328,8.313539192,18.71111111,16.71612265,3.032069576,0.059382423,0.296912114
lijc,ch4_2,82.16330813,8.17455439,83.46650277,0.79705702,4264.975234,24.52366318,25.38414259,10.57160418,64.22864167,0.61462815,3.81069453,12.23110018,12.6124031,22.3759542,2.386792461,0.24585126,0.12292563
lijc,ch4_3,75.70396148,6.06965174,85.32338308,0.497017893,4603.373941,21.54228856,24.67661692,11.74129353,62.13930348,0.696517413,4.47761194,12.33830846,16.08,16.70120182,2.592644344,0.39800995,0.099502488
lijc,ch5_1,81.93822337,5.93772629,84.79362781,1.013024602,4614.982294,22.23026792,25.99565532,10.71687183,64.01158581,0.868935554,3.186097031,12.23750905,12.22123894,21.08571429,2.343476953,0.072411296,0.144822592
lijc,ch5_2,71.37725951,6.55870445,83.48178138,1.538461538,5063.10052,23.80566802,25.74898785,12.38866397,65.58704453,0.809716599,4.453441296,10.20242915,14.36046512,19.49152542,2.387857523,0.16194332,0.16194332
lijc,ch5_3,68.12832148,5.73025856,83.15863033,0.974930362,5145.779096,25.78616352,23.13067785,11.87980433,64.84975542,0.978336827,4.262753319,10.90146751,16.44827586,18.36851112,2.776540061,0.209643606,0
lijc,ch6_1,88.76406574,7.88690476,81.47321429,1.338289963,5474.644588,25.74404762,21.94940476,10.71428571,62.72321429,1.041666667,5.208333333,8.779761905,18.92957746,14.12140575,2.806726932,0.37202381,0.148809524
lijc,ch6_2,71.99316714,6.85142417,83.37182448,0.692307692,4683.461157,20.86220169,25.17321016,13.70284834,63.97228637,1.231716705,3.464203233,13.93379523,11.7027027,23.18154938,2.280594179,0.076982294,0.461893764
lijc,ch6_3,83.14987803,5.48829701,82.80871671,1.370967742,5490.453459,22.03389831,24.53591606,12.51008878,63.59967716,0.887812752,4.439063761,11.38014528,15.6835443,18.27176781,2.534664245,0.242130751,0.322841001
lijc,ch7_1,65.311429,6.82926829,81.46341463,0.424242424,5233.690445,24.81707317,25.42682927,10.48780488,66.40243902,0.792682927,3.841463415,9.329268293,11.46853147,21.79303767,2.316965718,0.670731707,0.12195122
lijc,ch7_2,64.26336881,6.81003584,82.19832736,0.53699284,4704.973718,24.01433692,26.34408602,12.48506571,66.24850657,1.314217443,3.225806452,11.9474313,11.625,22.9281768,2.29241193,0.119474313,0.119474313
lijc,ch7_3,69.27577615,7.07803993,82.75862069,1.086956522,4425.520182,20.08469449,28.43315185,13.55111918,65.27525711,1.028433152,2.96430732,13.85359952,10.80392157,23.9650414,2.251330372,0.483968542,0.060496068
lijc,ch7_4,69.60211386,5.85019136,81.95735375,0.819224468,5051.286295,21.76052488,25.97047567,14.32476763,66.5390924,0.929469656,3.171131766,11.31765992,12.79020979,19.49823944,2.396872436,0.382722799,0.164024057
lijc,ch7_5,77.13228552,5.10992276,83.95721925,0.534441805,4799.435817,21.44979204,28.28282828,10.27926322,63.99286988,0.713012478,3.505644682,13.07189542,11.22,21.611551,2.275283228,0.475341652,0.237670826
lijc,ch8_1,90.60158268,5.25265957,84.30851064,1.196013289,4949.183158,21.14361702,24.66755319,13.09840426,64.49468085,1.263297872,3.590425532,12.23404255,19.78947368,14.35079727,2.919181477,0.39893617,0.39893617
lijc,ch8_2,62.29935419,6.23591285,84.22238918,0.750750751,4317.099359,21.78812923,23.44102179,13.9744553,64.08715252,0.601051841,3.981968445,11.34485349,14.95505618,16.8125,2.532887627,0.15026296,0.22539444
lijc,ch8_3,65.48247954,6.83506686,82.46656761,0.445434298,5186.411483,24.14561664,26.59732541,12.92719168,67.23625557,0.742942051,3.863298663,10.54977712,14.31914894,17.87675412,2.347135283,0.44576523,0.074294205
lijc,ch9_1,74.93063813,6.5245478,84.49612403,0.774193548,4313.105736,22.40154939,28.21174952,12.58876695,66.42995481,0.83925113,3.421562298,12.13686249,13.00840336,19.29092805,2.440542868,0.258231117,0.129115558
lijc,ch9_2,82.20634548,7.36842105,84.32748538,0.754497969,4142.446338,22.31934732,26.34032634,10.78088578,62.17948718,0.757575758,4.079254079,12.995338,13.05343511,18.61018563,2.418799333,0.641025641,0.116550117
lijc,ch9_3,78.72501891,4.6638401,84.91823137,1.149425287,4970.534307,22.04724409,23.13749243,12.47728649,63.29497274,1.27195639,4.542701393,11.38703816,19.42352941,15.07201646,2.775497791,0.30284676,0.242277408
lijh,ch1_1,86.83284296,7.59493671,82.08373905,1.41187926,5012.873551,24.34274586,22.29795521,13.19376826,65.23855891,1.41187926,4.186952288,8.666017527,22.32608696,13.84228188,3.002448358,0.146056475,0.097370983
lijh,ch1_2,81.54956035,5.39979232,84.47559709,1.550387597,4431.302964,19.57424714,25.3894081,13.08411215,63.29179647,1.453790239,2.388369678,11.37071651,16.18487395,19.24528302,2.742887479,0.674974039,0
lijh,ch1_3,82.24599153,6.29335976,83.69672944,1.185185185,4787.383395,19.82160555,26.85827552,14.17244797,65.16352825,1.238850347,2.973240833,12.33894945,14.94814815,19.40894569,2.604388207,0.297324083,0.099108028
lijh,ch2_1,66.83278379,7.29303548,80.81471748,1.050558109,5371.929128,24.7043364,23.06176084,11.69513798,64.98028909,0.722733246,3.613666229,8.738501971,17.49425287,17.72972973,2.844517012,0.262812089,0.065703022
lijh,ch2_2,69.25717065,7.20598232,81.98504419,1.357773252,5031.841758,24.88103331,23.99728076,11.08089735,63.63018355,0.679809653,4.146838885,10.80897349,15.48421053,19.04237755,2.512437589,0,0.203942896
lijh,ch2_3,85.44548049,7.84167289,82.00149365,1.412639405,4918.002431,20.76176251,28.4540702,11.72516804,63.70425691,0.896191187,3.435399552,12.99477222,14.24468085,20.53412463,2.607835927,0.373412995,0.149365198
lijh,ch3_1,68.59794709,7.89341378,82.45349422,1.706827309,5123.578603,23.07692308,25.89240825,12.01608849,65.3092006,1.307189542,3.368526898,8.547008547,18.58878505,16.32309634,2.670739552,0.150829563,0.100553042
lijh,ch3_2,76.76158574,6.51361452,84.30325681,1.12,4851.910908,19.32728243,24.50613988,12.33315537,60.70475174,0.694073679,4.111051789,12.43993593,13.77205882,18.56521739,2.567425541,0.266951415,0.053390283
lijh,ch3_3,74.07099087,6.66666667,84.04761905,2.088277171,4428.635714,20.76190476,24.9047619,13.38095238,63.47619048,1,3.619047619,10.28571429,17.3553719,17.15976331,2.576198243,0.285714286,0.380952381
lijh,ch4_1,73.01068364,11.18995633,79.03930131,1.091703057,4788.977259,28.930131,20.96069869,11.02620087,64.57423581,1.528384279,3.711790393,9.006550218,19.91304348,16.07879066,3.051935462,0.163755459,0.327510917
