"deng" "lijc" "lijh" "kao" "su" "wang" "wu" "yao" "chang"
"餐厅" 0.0199238907373832 0.0236279669208463 0.0236971504176623 0.0107033911911091 0.00728650539201399 0.0124986608577652 0.0112644325542101 0.00739809129244655 0.0161567201858023
"层" 0.0099619453686916 0.0128879819568253 0.00789905013922076 0.0178389853185151 0.0163946371320315 0.00714209191872299 0.0187740542570168 0.0129466597617815 0.0262546703019287
"大声" 0.0219162798111215 0.0193319729352379 0.0197476253480519 0.0124872897229606 0.00910813174001749 0.00535656893904225 0.0112644325542101 0.0166457054080047 0.0161567201858023
"介绍" 0.0119543344424299 0.0150359789496295 0.0177728628132467 0.0285423765096241 0.00910813174001749 0.00892761489840374 0.0150192434056134 0.0110971369386698 0.0121175401393517
"人物" 0.0119543344424299 0.0128879819568253 0.0177728628132467 0.0267584779777726 0.0273243952200525 0.00714209191872299 0.0093870271285084 0.00369904564622327 0.0121175401393517
"兴趣" 0.0159391125899066 0.0150359789496295 0.0138233377436363 0.00891949265925754 0.0200378898280385 0.0107131378780845 0.0187740542570168 0.0184952282311164 0.00807836009290114
"阳台" 0.00597716722121496 0.0193319729352379 0.00987381267402595 0.0267584779777726 0 0.0107131378780845 0.0319158922369286 0.00184952282311164 0.0242350802787034
"因" 0.0119543344424299 0.00859198797121684 0.00789905013922076 0.0107033911911091 0.0346109006120665 0.0107131378780845 0.00375481085140336 0.0221942738773396 0.0181763102090276
"重新" 0.0119543344424299 0.0128879819568253 0.0177728628132467 0.0142711882548121 0 0.0160697068171267 0.0300384868112269 0.0221942738773396 0.00403918004645057
"嘴唇" 0.0139467235161682 0.0171839759424337 0.0138233377436363 0.0178389853185151 0.0200378898280385 0.00178552297968075 0.0150192434056134 0.0184952282311164 0.0121175401393517
"出租车" 0.0179315016636449 0.0193319729352379 0.0177728628132467 0 0.0273243952200525 0.0196407527764882 0 0.0147961825848931 0.0121175401393517
"匆匆" 0.0179315016636449 0.010739984964021 0.0256719129524675 0.00356779706370302 0.018216263480035 0.0107131378780845 0.0150192434056134 0.0184952282311164 0.00807836009290114
"好奇" 0.0159391125899066 0.0171839759424337 0.0197476253480519 0.0107033911911091 0.0127513844360245 0.0160697068171267 0.00750962170280672 0.00554856846933491 0.0242350802787034
"记" 0.00796955629495328 0.00644399097841263 0.00987381267402595 0.00535169559555453 0.03643252696007 0.014284183837446 0.0093870271285084 0.0166457054080047 0.0201959002322529
"楼下" 0.0139467235161682 0.0128879819568253 0.0157981002784415 0.0142711882548121 0.0163946371320315 0.014284183837446 0.0131418379799118 0.0110971369386698 0.0161567201858023
"路" 0.0119543344424299 0.0150359789496295 0.00592428760441557 0.0285423765096241 0.0163946371320315 0.00892761489840374 0.0150192434056134 0.00924761411555819 0.0161567201858023
"路上" 0.0119543344424299 0.0193319729352379 0.0118485752088311 0.0160550867866636 0.00728650539201399 0.0178552297968075 0.0168966488313151 0.0147961825848931 0.0121175401393517
"难" 0.0119543344424299 0.0128879819568253 0.0177728628132467 0.00713559412740603 0.0236811425240455 0.0196407527764882 0.0093870271285084 0.0110971369386698 0.014137130162577
"噢" 0.0139467235161682 0.0236279669208463 0 0.0196228838503666 0 0.0303538906545727 0.0206514596827185 0.0184952282311164 0
"奇怪" 0.0199238907373832 0.0150359789496295 0.0217223878828571 0.0231906809140696 0.0127513844360245 0.00535656893904225 0.0131418379799118 0.0110971369386698 0.00605877006967586
"忍不住" 0.00597716722121496 0.00644399097841263 0.0197476253480519 0.0285423765096241 0.003643252696007 0.0249973217155305 0.0112644325542101 0.00739809129244655 0.0181763102090276
"仍然" 0.0139467235161682 0.0300719578992589 0.00789905013922076 0.0231906809140696 0.00728650539201399 0.0035710459593615 0.0187740542570168 0.020344751054228 0.00403918004645057
"三十" 0.0139467235161682 0.0171839759424337 0.0157981002784415 0.0142711882548121 0.010929758088021 0.014284183837446 0.0131418379799118 0.0129466597617815 0.0161567201858023
"笑声" 0.0179315016636449 0.0128879819568253 0.0217223878828571 0.00891949265925754 0.018216263480035 0.0107131378780845 0.0150192434056134 0.0147961825848931 0.00807836009290114
"扬" 0.0179315016636449 0.0171839759424337 0.00394952506961038 0.00891949265925754 0.00728650539201399 0.0107131378780845 0.0206514596827185 0.0166457054080047 0.0262546703019287
"真正" 0.0298858361060748 0.0150359789496295 0.0138233377436363 0.00713559412740603 0.00910813174001749 0.0196407527764882 0.0150192434056134 0.0129466597617815 0.00605877006967586
"蓝色" 0.0119543344424299 0.0257759639136505 0.0118485752088311 0.00891949265925754 0.0163946371320315 0.0107131378780845 0.0150192434056134 0.00924761411555819 0.0181763102090276
"礼拜" 0 0.0429599398560842 0 0.0196228838503666 0 0.0196407527764882 0 0.00369904564622327 0.0444309805109563
"聊" 0.00796955629495328 0.0193319729352379 0.0276466754872727 0 0.00910813174001749 0.028568367674892 0.00187740542570168 0.00554856846933491 0.028274260325154
"年轻人" 0.0179315016636449 0.0193319729352379 0.0197476253480519 0.00178389853185151 0.018216263480035 0.0124986608577652 0.0131418379799118 0.0184952282311164 0.00605877006967586
"五十" 0.0159391125899066 0.0193319729352379 0.0118485752088311 0.0142711882548121 0.010929758088021 0.014284183837446 0.0150192434056134 0.0147961825848931 0.0100979501161264
"一般" 0.0318782251798131 0.00214799699280421 0 0.0124872897229606 0.0200378898280385 0.0178552297968075 0.0131418379799118 0.00924761411555819 0.0181763102090276
"月光" 0.0139467235161682 0.0150359789496295 0.0138233377436363 0.0160550867866636 0.010929758088021 0.014284183837446 0.0131418379799118 0.0147961825848931 0.014137130162577
"凑" 0.00796955629495328 0.00644399097841263 0.0138233377436363 0.0142711882548121 0.0127513844360245 0.0303538906545727 0.00750962170280672 0.0129466597617815 0.0161567201858023
"戴" 0.0139467235161682 0.0128879819568253 0.0118485752088311 0.0142711882548121 0.018216263480035 0.00892761489840374 0.0150192434056134 0.0166457054080047 0.0121175401393517
"底下" 0.00398477814747664 0.010739984964021 0.00197476253480519 0.0338940721051787 0 0.0107131378780845 0.00563221627710504 0.00739809129244655 0.0504897505806321
"份" 0.0119543344424299 0.0257759639136505 0.00789905013922076 0.0160550867866636 0.021859516176042 0.0107131378780845 0.0112644325542101 0.0110971369386698 0.00807836009290114
"理解" 0.0219162798111215 0.00644399097841263 0.0138233377436363 0 0.0163946371320315 0.0196407527764882 0.0187740542570168 0.0240437967004513 0.00201959002322529
"少" 0.0119543344424299 0.00859198797121684 0.00987381267402595 0.00535169559555453 0.018216263480035 0.021426275756169 0.00750962170280672 0.00739809129244655 0.0343330303948298
"始终" 0.00199238907373832 0.00429599398560842 0.00789905013922076 0.0214067823822181 0.014573010784028 0.0321394136342535 0.0131418379799118 0.00739809129244655 0.0181763102090276
"树" 0.0119543344424299 0.0171839759424337 0.0138233377436363 0.0107033911911091 0.0163946371320315 0.0160697068171267 0.0150192434056134 0.0110971369386698 0.0121175401393517
"微笑" 0.0219162798111215 0.0193319729352379 0.00789905013922076 0.0107033911911091 0.0273243952200525 0.00892761489840374 0.00563221627710504 0.0184952282311164 0.00403918004645057
"整" 0.0099619453686916 0.0257759639136505 0.0118485752088311 0.00178389853185151 0.0127513844360245 0.0392815055529765 0.00187740542570168 0.00369904564622327 0.0181763102090276
"办" 0.0139467235161682 0.0193319729352379 0.00987381267402595 0.0124872897229606 0 0.0232117987358497 0.0150192434056134 0.0147961825848931 0.014137130162577
"床" 0.0099619453686916 0.0193319729352379 0.0118485752088311 0.0142711882548121 0.0163946371320315 0.0107131378780845 0.0112644325542101 0.0147961825848931 0.014137130162577
"黑" 0.0119543344424299 0.00859198797121684 0.0177728628132467 0.0160550867866636 0.010929758088021 0.0124986608577652 0.00750962170280672 0.0166457054080047 0.0201959002322529
"轿车" 0.0099619453686916 0.0128879819568253 0.0513438259049349 0.00891949265925754 0.00728650539201399 0.00714209191872299 0.0093870271285084 0.0110971369386698 0.00605877006967586
"开心" 0.0159391125899066 0.0236279669208463 0.00592428760441557 0.0142711882548121 0.014573010784028 0.0160697068171267 0.0093870271285084 0.0110971369386698 0.0121175401393517
"来说" 0.0139467235161682 0.00214799699280421 0.0118485752088311 0.0107033911911091 0.018216263480035 0.0160697068171267 0.0131418379799118 0.020344751054228 0.014137130162577
"面对" 0.0159391125899066 0.0386639458704758 0.00987381267402595 0.00535169559555453 0.00728650539201399 0.0178552297968075 0.0131418379799118 0.00924761411555819 0.00807836009290114
"他俩" 0 0.00429599398560842 0 0.0303262750414756 0 0.042852551512338 0.0168966488313151 0.020344751054228 0.00201959002322529
"谢谢" 0.0139467235161682 0.0171839759424337 0.0138233377436363 0.0107033911911091 0.00910813174001749 0.0160697068171267 0.0131418379799118 0.0129466597617815 0.0161567201858023
"怎么样" 0.0219162798111215 0.0150359789496295 0.0256719129524675 0.00178389853185151 0.021859516176042 0.00535656893904225 0.0150192434056134 0.0110971369386698 0.00605877006967586
"正好" 0.00199238907373832 0.00214799699280421 0.0236971504176623 0.00713559412740603 0.021859516176042 0.0196407527764882 0.00563221627710504 0.00739809129244655 0.0323134403716046
"宾客" 0.00199238907373832 0.00644399097841263 0.00789905013922076 0.00356779706370302 0.0127513844360245 0.0392815055529765 0 0.00184952282311164 0.0464505705341816
"猜" 0.00597716722121496 0.0257759639136505 0.0138233377436363 0.0231906809140696 0.003643252696007 0.00892761489840374 0.0168966488313151 0.00554856846933491 0.0181763102090276
"村" 0.0677412285071029 0.010739984964021 0.00789905013922076 0 0 0.00178552297968075 0.00750962170280672 0.0277428423466746 0
"地上" 0.00597716722121496 0.0214799699280421 0.0138233377436363 0.00535169559555453 0.0200378898280385 0.0124986608577652 0.00750962170280672 0.0129466597617815 0.0222154902554781
"回头" 0.00597716722121496 0.0193319729352379 0.0157981002784415 0.0142711882548121 0.003643252696007 0.00892761489840374 0.0112644325542101 0.0110971369386698 0.0323134403716046
"聚会" 0.00597716722121496 0.00644399097841263 0.00394952506961038 0.00535169559555453 0.032789274264063 0.0035710459593615 0.0093870271285084 0.0425390249315677 0.00807836009290114
"开口" 0.00398477814747664 0.0150359789496295 0.0138233377436363 0.0124872897229606 0.0018216263480035 0.0482091204513802 0.00375481085140336 0.00184952282311164 0.0181763102090276
"浪漫" 0.0199238907373832 0.0214799699280421 0.00987381267402595 0 0.021859516176042 0.00892761489840374 0.0131418379799118 0.0166457054080047 0.0100979501161264
"了解" 0.0219162798111215 0.0128879819568253 0.0157981002784415 0.00713559412740603 0.0127513844360245 0.0107131378780845 0.0150192434056134 0.0147961825848931 0.0100979501161264
"确实" 0.0119543344424299 0.00429599398560842 0.0197476253480519 0.00178389853185151 0.014573010784028 0.021426275756169 0.0206514596827185 0.0166457054080047 0.00807836009290114
"随即" 0.00199238907373832 0.00429599398560842 0.0276466754872727 0.0142711882548121 0.0018216263480035 0.028568367674892 0.0187740542570168 0.0129466597617815 0.00807836009290114
"台" 0.00796955629495328 0.010739984964021 0.0118485752088311 0 0.00546487904401049 0.0249973217155305 0.00750962170280672 0.00739809129244655 0.0464505705341816
"天空" 0.0159391125899066 0.0193319729352379 0.0138233377436363 0.0160550867866636 0.0200378898280385 0.00892761489840374 0.0093870271285084 0.0110971369386698 0.00605877006967586
"午餐" 0.0338706142535514 0.0171839759424337 0.00592428760441557 0 0.0273243952200525 0.014284183837446 0.00187740542570168 0.00739809129244655 0.014137130162577
"要求" 0.0099619453686916 0.0128879819568253 0.0118485752088311 0.00713559412740603 0.0200378898280385 0.00535656893904225 0.0244062705341218 0.0258933195235629 0.00201959002322529
"张望" 0.0219162798111215 0.00644399097841263 0 0.00535169559555453 0.0200378898280385 0.0160697068171267 0.0262836759598235 0.020344751054228 0.00201959002322529
"重复" 0.0199238907373832 0.0150359789496295 0.00789905013922076 0.0107033911911091 0.0163946371320315 0.0178552297968075 0.0131418379799118 0.0147961825848931 0.00403918004645057
"坐下" 0.00796955629495328 0.0193319729352379 0.0157981002784415 0.0178389853185151 0.00910813174001749 0.0160697068171267 0.0131418379799118 0.0110971369386698 0.0100979501161264
"并且" 0.0099619453686916 0.010739984964021 0 0.00891949265925754 0.00910813174001749 0.0035710459593615 0.046935135642542 0.020344751054228 0.00807836009290114
"东卵" 0.0159391125899066 0.0171839759424337 0.0197476253480519 0.0160550867866636 0 0.0178552297968075 0.0150192434056134 0 0.0181763102090276
"改变" 0.0099619453686916 0.0214799699280421 0.0138233377436363 0.0178389853185151 0.018216263480035 0.00714209191872299 0.0112644325542101 0.0110971369386698 0.00807836009290114
"路易斯维尔" 0.0159391125899066 0.0150359789496295 0.0138233377436363 0.0142711882548121 0.014573010784028 0 0.0150192434056134 0.0147961825848931 0.0161567201858023
"伸手" 0.00199238907373832 0.0214799699280421 0.0157981002784415 0.0267584779777726 0.0018216263480035 0.0124986608577652 0.0131418379799118 0.00924761411555819 0.0161567201858023
"实在" 0.00597716722121496 0.00644399097841263 0.0118485752088311 0.0160550867866636 0.00546487904401049 0.0232117987358497 0.0093870271285084 0.0147961825848931 0.0242350802787034
"随后" 0.00199238907373832 0 0.0177728628132467 0.0124872897229606 0.0582920431361119 0.00535656893904225 0.0093870271285084 0.00924761411555819 0
"有的" 0.0099619453686916 0.00214799699280421 0.0236971504176623 0.0231906809140696 0.0163946371320315 0.0107131378780845 0.00750962170280672 0.0184952282311164 0.00403918004645057
"抓住" 0.0159391125899066 0.010739984964021 0.0217223878828571 0.00891949265925754 0.00910813174001749 0.0107131378780845 0.0187740542570168 0.0129466597617815 0.0100979501161264
"成为" 0.00796955629495328 0.00859198797121684 0.00987381267402595 0.0231906809140696 0.00728650539201399 0.014284183837446 0.0168966488313151 0.0129466597617815 0.014137130162577
"对面" 0.0179315016636449 0.0214799699280421 0.0138233377436363 0.00713559412740603 0.018216263480035 0.0035710459593615 0.0093870271285084 0.0147961825848931 0.0121175401393517
"多久" 0.0119543344424299 0.0279239609064547 0.0138233377436363 0.0107033911911091 0.00728650539201399 0.0107131378780845 0.0093870271285084 0.0110971369386698 0.0161567201858023
"朵" 0.0099619453686916 0.010739984964021 0.00789905013922076 0.0142711882548121 0.0127513844360245 0.00892761489840374 0.0168966488313151 0.0147961825848931 0.0201959002322529
"公园" 0.0119543344424299 0.0150359789496295 0.0138233377436363 0.0142711882548121 0.010929758088021 0.0124986608577652 0.0131418379799118 0.0110971369386698 0.014137130162577
"既" 0.0099619453686916 0.00644399097841263 0.0256719129524675 0.00178389853185151 0.00910813174001749 0.00535656893904225 0.0187740542570168 0.0295923651697862 0.0100979501161264
"可爱" 0.0119543344424299 0.0236279669208463 0.00592428760441557 0.0107033911911091 0.018216263480035 0.00892761489840374 0.0112644325542101 0.0166457054080047 0.0100979501161264
"起身" 0.0298858361060748 0.00644399097841263 0.00197476253480519 0.00178389853185151 0.0127513844360245 0.0267828446952112 0.00375481085140336 0.00554856846933491 0.028274260325154
"受" 0.0099619453686916 0.0150359789496295 0.0177728628132467 0.00891949265925754 0.00910813174001749 0.0178552297968075 0.0112644325542101 0.0166457054080047 0.0100979501161264
"斯隆" 0.0199238907373832 0 0.0197476253480519 0.0178389853185151 0.0200378898280385 0 0.0187740542570168 0.0184952282311164 0
"四周" 0.0179315016636449 0.0193319729352379 0.00987381267402595 0.00713559412740603 0.010929758088021 0.0160697068171267 0.0112644325542101 0.0110971369386698 0.014137130162577
"兄弟" 0.00199238907373832 0.00429599398560842 0.00197476253480519 0.00356779706370302 0.00728650539201399 0.0035710459593615 0.00375481085140336 0.00184952282311164 0.0929011410683631
"夜里" 0.00597716722121496 0.0171839759424337 0.0138233377436363 0.00356779706370302 0.029146021568056 0.0124986608577652 0.00750962170280672 0.0110971369386698 0.0161567201858023
"嘴" 0.00597716722121496 0.00859198797121684 0.00592428760441557 0.0124872897229606 0.025502768872049 0.0107131378780845 0.0187740542570168 0.0184952282311164 0.00807836009290114
"不同" 0.0139467235161682 0.0150359789496295 0.00987381267402595 0.0214067823822181 0.010929758088021 0.014284183837446 0.0093870271285084 0.0110971369386698 0.00807836009290114
"窗帘" 0.0139467235161682 0.0171839759424337 0.0197476253480519 0.00535169559555453 0.014573010784028 0.0124986608577652 0.0112644325542101 0.0147961825848931 0.00605877006967586
"得到" 0.0179315016636449 0.00644399097841263 0.0157981002784415 0.00713559412740603 0.010929758088021 0.014284183837446 0.0150192434056134 0.0184952282311164 0.00807836009290114
"低声" 0.0119543344424299 0.010739984964021 0.00987381267402595 0.0142711882548121 0.0018216263480035 0.0267828446952112 0.0131418379799118 0.020344751054228 0.00403918004645057
"坚持" 0.0219162798111215 0.0193319729352379 0.00197476253480519 0.0107033911911091 0.00910813174001749 0.021426275756169 0.00375481085140336 0.0129466597617815 0.014137130162577
"决定" 0.0119543344424299 0.0128879819568253 0.0157981002784415 0.0124872897229606 0.00910813174001749 0.0178552297968075 0.0112644325542101 0.0129466597617815 0.0100979501161264
"六月" 0.0139467235161682 0.0150359789496295 0.0118485752088311 0.0107033911911091 0.010929758088021 0.0124986608577652 0.0131418379799118 0.0129466597617815 0.014137130162577
"圈" 0.0179315016636449 0.010739984964021 0.00197476253480519 0.0160550867866636 0.00546487904401049 0.014284183837446 0.0131418379799118 0.00739809129244655 0.028274260325154
"神情" 0.0318782251798131 0.00214799699280421 0.00789905013922076 0.00713559412740603 0.00910813174001749 0.0196407527764882 0.00750962170280672 0.0147961825848931 0.014137130162577
"抱" 0.0119543344424299 0.0150359789496295 0.0118485752088311 0.0178389853185151 0.00910813174001749 0.0035710459593615 0.0187740542570168 0.0166457054080047 0.00807836009290114
"车厢" 0.0159391125899066 0.0214799699280421 0.0177728628132467 0.00178389853185151 0.014573010784028 0.0124986608577652 0.00750962170280672 0.0110971369386698 0.0121175401393517
"答应" 0.0099619453686916 0.00644399097841263 0.00987381267402595 0.0196228838503666 0.00546487904401049 0.00714209191872299 0.0225288651084202 0.0110971369386698 0.0201959002322529
"方向" 0.00796955629495328 0.0300719578992589 0.00394952506961038 0.00535169559555453 0.00728650539201399 0.0321394136342535 0.00563221627710504 0.00554856846933491 0.0161567201858023
"话题" 0.00796955629495328 0.0193319729352379 0.0118485752088311 0.00178389853185151 0.0127513844360245 0.0178552297968075 0.0112644325542101 0.00924761411555819 0.0222154902554781
"勉强" 0.0099619453686916 0.010739984964021 0.0157981002784415 0.0178389853185151 0.0018216263480035 0.0124986608577652 0.0150192434056134 0.0147961825848931 0.014137130162577
"那双" 0.0199238907373832 0 0.0276466754872727 0.00713559412740603 0.003643252696007 0.00714209191872299 0.0150192434056134 0.0166457054080047 0.0161567201858023
"喃喃" 0.00796955629495328 0.0257759639136505 0.0157981002784415 0.0124872897229606 0.0127513844360245 0.0124986608577652 0.0131418379799118 0.00739809129244655 0.00605877006967586
"手指" 0.0179315016636449 0.00859198797121684 0.0138233377436363 0.00891949265925754 0.0127513844360245 0.00178552297968075 0.0187740542570168 0.0221942738773396 0.00807836009290114
"传" 0.0099619453686916 0.00429599398560842 0.00394952506961038 0.0196228838503666 0.018216263480035 0.0107131378780845 0.0131418379799118 0.00739809129244655 0.0222154902554781
"对于" 0.00796955629495328 0.00644399097841263 0.00197476253480519 0.0249745794459211 0.0018216263480035 0.0196407527764882 0.0112644325542101 0.0166457054080047 0.0181763102090276
"芬兰" 0.0119543344424299 0.0150359789496295 0.0118485752088311 0.0107033911911091 0.010929758088021 0.0124986608577652 0.0131418379799118 0.0129466597617815 0.0121175401393517
"竟然" 0.00398477814747664 0.00429599398560842 0.0138233377436363 0.00535169559555453 0.018216263480035 0.00892761489840374 0.0112644325542101 0.0184952282311164 0.0262546703019287
"距离" 0.0119543344424299 0.0300719578992589 0.00592428760441557 0.00713559412740603 0.018216263480035 0.00892761489840374 0.00750962170280672 0.00924761411555819 0.014137130162577
"礼貌" 0.0159391125899066 0.00859198797121684 0.0256719129524675 0.0160550867866636 0.003643252696007 0.00892761489840374 0.0112644325542101 0.0129466597617815 0.00807836009290114
"没错" 0.0179315016636449 0.0193319729352379 0.00197476253480519 0.00356779706370302 0.018216263480035 0.021426275756169 0 0.0110971369386698 0.0181763102090276
"模样" 0.0119543344424299 0.0193319729352379 0.00789905013922076 0.0124872897229606 0 0.0303538906545727 0.00187740542570168 0.00739809129244655 0.0201959002322529
"暮色" 0.0199238907373832 0.00644399097841263 0.00789905013922076 0.00891949265925754 0.00910813174001749 0.014284183837446 0.0150192434056134 0.0184952282311164 0.0100979501161264
"哪个" 0.0119543344424299 0.010739984964021 0.0118485752088311 0.00891949265925754 0.00728650539201399 0.021426275756169 0.0112644325542101 0.0110971369386698 0.0161567201858023
"全都" 0.0219162798111215 0.0171839759424337 0.0157981002784415 0.00356779706370302 0.014573010784028 0.00714209191872299 0.00375481085140336 0.00554856846933491 0.0242350802787034
"生" 0.00597716722121496 0.010739984964021 0.0197476253480519 0.0124872897229606 0.014573010784028 0.0160697068171267 0.0093870271285084 0.00554856846933491 0.0161567201858023
"卧室" 0.0139467235161682 0.00644399097841263 0.0138233377436363 0.0124872897229606 0.014573010784028 0.00535656893904225 0.0168966488313151 0.0166457054080047 0.0100979501161264
"西装" 0.00597716722121496 0.0236279669208463 0.0138233377436363 0.00535169559555453 0.010929758088021 0.014284183837446 0.00563221627710504 0.0110971369386698 0.0222154902554781
"鲜花" 0.0139467235161682 0.0150359789496295 0.00987381267402595 0.00535169559555453 0.0200378898280385 0.0124986608577652 0.0131418379799118 0.0147961825848931 0.00605877006967586
"英国" 0.0119543344424299 0.0128879819568253 0.0138233377436363 0.0160550867866636 0.003643252696007 0.0124986608577652 0.0112644325542101 0.0110971369386698 0.0181763102090276
"月亮" 0.00796955629495328 0.0193319729352379 0.0118485752088311 0.0107033911911091 0.0163946371320315 0.014284183837446 0.0112644325542101 0.0110971369386698 0.00807836009290114
"支" 0.0199238907373832 0.00214799699280421 0.00394952506961038 0.0160550867866636 0.00910813174001749 0.0107131378780845 0.0131418379799118 0.0184952282311164 0.0161567201858023
"钟头" 0 0.00859198797121684 0 0.0196228838503666 0 0.0267828446952112 0.0300384868112269 0.00369904564622327 0.0201959002322529
"附近" 0.0099619453686916 0.0128879819568253 0.0118485752088311 0.0214067823822181 0.003643252696007 0.0196407527764882 0.00750962170280672 0.00924761411555819 0.0121175401393517
"喝酒" 0.0159391125899066 0.0150359789496295 0.00987381267402595 0.0107033911911091 0.0127513844360245 0.00892761489840374 0.0150192434056134 0.0147961825848931 0.00605877006967586
"军官" 0.0119543344424299 0.0128879819568253 0.00987381267402595 0.0160550867866636 0.010929758088021 0.0107131378780845 0.0093870271285084 0.0147961825848931 0.0121175401393517
"咖啡" 0.0119543344424299 0.0128879819568253 0.0118485752088311 0.0107033911911091 0.010929758088021 0.0107131378780845 0.0112644325542101 0.0110971369386698 0.0181763102090276
"乱" 0.0099619453686916 0.00429599398560842 0.0118485752088311 0.0178389853185151 0.0236811425240455 0.00178552297968075 0.0131418379799118 0.0147961825848931 0.0100979501161264
"脑子" 0.00398477814747664 0.0150359789496295 0.00394952506961038 0.0142711882548121 0.0309676479160595 0.0035710459593615 0.0131418379799118 0.0184952282311164 0.00403918004645057
"女佣" 0.0139467235161682 0.0171839759424337 0.0138233377436363 0 0.014573010784028 0.00714209191872299 0.0150192434056134 0.0129466597617815 0.0161567201858023
"碰到" 0.0099619453686916 0.00859198797121684 0.00789905013922076 0.0285423765096241 0.003643252696007 0.00178552297968075 0.0150192434056134 0.0166457054080047 0.0161567201858023
"起初" 0.0159391125899066 0 0.0256719129524675 0.0142711882548121 0.003643252696007 0.0107131378780845 0.0131418379799118 0.0147961825848931 0.0100979501161264
"墙上" 0.0179315016636449 0.0128879819568253 0.00987381267402595 0.0142711882548121 0.010929758088021 0.014284183837446 0.0112644325542101 0.0110971369386698 0.00605877006967586
"嚷" 0.00398477814747664 0 0.00197476253480519 0.0142711882548121 0.0273243952200525 0.0267828446952112 0.00563221627710504 0.00924761411555819 0.0161567201858023
"小轿车" 0.0239086688848598 0.0257759639136505 0 0 0.021859516176042 0 0.0206514596827185 0.0184952282311164 0
"颜色" 0.0099619453686916 0.0150359789496295 0.0138233377436363 0.0124872897229606 0.0127513844360245 0.0160697068171267 0.0093870271285084 0.0129466597617815 0.00605877006967586
"英里" 0.0179315016636449 0.00429599398560842 0.0197476253480519 0.0178389853185151 0.018216263480035 0 0.0150192434056134 0.0147961825848931 0
"把手" 0.00597716722121496 0.0171839759424337 0.0256719129524675 0.00535169559555453 0.014573010784028 0.0178552297968075 0.00375481085140336 0.00924761411555819 0.00807836009290114
"班" 0.00796955629495328 0.00859198797121684 0.00592428760441557 0.0392457677007332 0.00728650539201399 0.00892761489840374 0.0093870271285084 0.00739809129244655 0.0100979501161264
"般" 0.00796955629495328 0.00214799699280421 0.0434447757657142 0 0.00546487904401049 0.0303538906545727 0 0.0110971369386698 0.00605877006967586
"搬" 0.00597716722121496 0.0193319729352379 0.0138233377436363 0.0142711882548121 0.003643252696007 0.0178552297968075 0.0093870271285084 0.00739809129244655 0.0161567201858023
"笔" 0.00796955629495328 0.0171839759424337 0.0118485752088311 0.0107033911911091 0.014573010784028 0.0107131378780845 0.0112644325542101 0.0147961825848931 0.00807836009290114
"餐桌" 0.0139467235161682 0.0150359789496295 0.0157981002784415 0.00713559412740603 0.0236811425240455 0.0035710459593615 0.0093870271285084 0.0147961825848931 0.00403918004645057
"唱" 0.0099619453686916 0.0128879819568253 0.00789905013922076 0.0160550867866636 0.00546487904401049 0.0107131378780845 0.0131418379799118 0.0110971369386698 0.0201959002322529
"感情" 0.0099619453686916 0.00429599398560842 0.0118485752088311 0.0142711882548121 0.00546487904401049 0 0.0262836759598235 0.0221942738773396 0.0121175401393517
"关上" 0.0139467235161682 0.0128879819568253 0.0138233377436363 0.0107033911911091 0.010929758088021 0.00892761489840374 0.0131418379799118 0.0129466597617815 0.0100979501161264
"孩儿" 0 0.113843840618623 0 0 0.0018216263480035 0 0 0.00369904564622327 0
"客气" 0.0099619453686916 0.0214799699280421 0.00197476253480519 0.0142711882548121 0.018216263480035 0.00892761489840374 0.00750962170280672 0.00739809129244655 0.0181763102090276
"绿色" 0.0099619453686916 0.0150359789496295 0.00394952506961038 0.00713559412740603 0.018216263480035 0.0124986608577652 0.0093870271285084 0.0147961825848931 0.0161567201858023
"猫头鹰" 0.0119543344424299 0.0128879819568253 0.0118485752088311 0.0107033911911091 0.010929758088021 0.0124986608577652 0.0112644325542101 0.0110971369386698 0.014137130162577
"梦" 0.00597716722121496 0.0128879819568253 0 0.0231906809140696 0.014573010784028 0.014284183837446 0.0150192434056134 0.0110971369386698 0.00807836009290114
"邀请" 0.0179315016636449 0.0171839759424337 0.0177728628132467 0.00356779706370302 0.0127513844360245 0.00714209191872299 0.0112644325542101 0.0184952282311164 0.00201959002322529
"安静" 0.0119543344424299 0.00859198797121684 0.0197476253480519 0.0107033911911091 0.0127513844360245 0.00535656893904225 0.0131418379799118 0.0129466597617815 0.0100979501161264
"不好意思" 0.0119543344424299 0.0171839759424337 0.00987381267402595 0.0178389853185151 0.003643252696007 0.0303538906545727 0.00375481085140336 0.00369904564622327 0.00605877006967586
"多么" 0.0159391125899066 0.00859198797121684 0.0157981002784415 0.0303262750414756 0.00910813174001749 0.00178552297968075 0.0112644325542101 0.00924761411555819 0.00201959002322529
"呃" 0.0119543344424299 0.010739984964021 0 0 0 0.0232117987358497 0.0262836759598235 0.0240437967004513 0.00807836009290114
"法国" 0.0099619453686916 0.010739984964021 0.0118485752088311 0.0142711882548121 0.010929758088021 0.014284183837446 0.0112644325542101 0.00924761411555819 0.0121175401393517
"加" 0.0119543344424299 0.0150359789496295 0.00394952506961038 0.0249745794459211 0.003643252696007 0.0107131378780845 0.0112644325542101 0.00739809129244655 0.0161567201858023
"面孔" 0.0159391125899066 0.0150359789496295 0.00987381267402595 0.0124872897229606 0.00546487904401049 0.00714209191872299 0.0168966488313151 0.0110971369386698 0.0121175401393517
